title,clubName,location,date,lateRegTime,buyIn,guarantee,startingStack,blindDuration,clubLogo,durationDays,isFeatured,hasOverlayWarning,createdAt,updatedAt,id,_createTime,_updateTime,clockUrl,customBgColor,isHot,promotionLevel,pinnedDays,hasLivestream,promoInfo
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T16:30:00.000Z,2026-06-10T16:30:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.639Z,2026-05-15T08:26:05.639Z,uy9mrkhgg,2026-05-15T08:26:05.656126Z,2026-05-15T08:26:05.656126Z,,,,,,,
#56 6 HANDED HYPER TURBO BIG BUY IN,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-27T13:00:00.000Z,2026-05-27T14:44:00.000Z,6.25M + 750K,-,25K,12',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.121Z,2026-05-17T18:06:37.121Z,v0hurtiq4,2026-05-17T18:06:37.129673Z,2026-05-17T18:06:37.129673Z,,,,,,,
#50 ALL IN OR FOLD,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-26T15:00:00.000Z,2026-05-26T15:20:00.000Z,2M + 300K,-,5K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.564Z,2026-05-17T18:06:36.564Z,v4amrm830,2026-05-17T18:06:36.574694Z,2026-05-17T18:06:36.574694Z,,,,,,,
HEAVEN APHRODITE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-29T03:30:00.000Z,2026-05-29T08:30:00.000Z,720k,120 (Entries),50K,30'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.198Z,2026-05-29T04:36:33.724Z,v5juws9uw,2026-05-24T16:59:19.208466Z,2026-05-29T04:36:33.757240Z,https://www.facebook.com/HeavenPokerClub/videos/2237040290161467,,,,,,
CENTER - P DAILY,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T08:00:00.000Z,2026-05-31T12:00:00.000Z,840K,100e,20K,22'-18',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.444Z,2026-05-24T16:59:01.444Z,v80mihe3v,2026-05-24T16:59:01.453187Z,2026-05-24T16:59:01.453187Z,,,,,,,
Trò chơi HYPER PM,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-29T11:00:00.000Z,2026-05-29T13:30:00.000Z,720K,60M,16K,15'-12',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:20.129Z,2026-05-24T17:00:20.129Z,v8ndx2945,2026-05-24T17:00:20.144635Z,2026-05-24T17:00:20.144635Z,,,,,,,
HEAVEN HERACLES,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-27T03:30:00.000Z,2026-05-27T08:30:00.000Z,720k,120 (Entries),50K,30'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:18.464Z,2026-05-27T04:39:05.597Z,v8sngkc3y,2026-05-24T16:59:18.473887Z,2026-05-27T04:39:05.621095Z,https://www.facebook.com/HeavenPokerClub/videos/1771885947109187,,,,,,
SATELLITE TO RPT OPENER EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-03T03:00:00.000Z,2026-06-03T04:34:00.000Z,"800,000",3 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:29.171Z,2026-05-15T08:25:29.171Z,veejgpscc,2026-05-15T08:25:29.198712Z,2026-05-15T08:25:29.198712Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T14:00:00.000Z,2026-06-07T15:34:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.132Z,2026-05-15T08:25:35.132Z,vemviuk39,2026-05-15T08:25:35.142923Z,2026-05-15T08:25:35.142923Z,,,,,,,
SATELLITE TO RPT DOUBLE STACK,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-13T03:00:00.000Z,2026-06-13T03:00:00.000Z,"1,300,000",2 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.933Z,2026-05-15T08:26:07.933Z,vhtc7s9yq,2026-05-15T08:26:07.944148Z,2026-05-15T08:26:07.944148Z,,,,,,,
SATELLITE TO RPT MEGASTACK HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T03:30:00.000Z,2026-06-04T05:04:00.000Z,"4,900,000",-,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.447Z,2026-05-15T08:25:30.447Z,vqsxs0qi0,2026-05-15T08:25:30.457006Z,2026-05-15T08:25:30.457006Z,,,,,,,
Trò chơi DEEPSTACK 2,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-28T03:30:00.000Z,2026-05-28T08:00:00.000Z,2.8M,200M,22K,25',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:19.055Z,2026-05-28T04:53:56.987Z,vr4lqb88z,2026-05-24T17:00:19.072496Z,2026-05-28T04:53:57.025416Z,https://www.facebook.com/61585970653369/videos/917866737942984,,,,,,
Trò chơi TURBO,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-26T08:00:00.000Z,2026-05-26T11:30:00.000Z,960K,80M,18K,20'-15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:17.743Z,2026-05-24T17:00:17.743Z,vr871bxtq,2026-05-24T17:00:17.753500Z,2026-05-24T17:00:17.753500Z,,,,,,,
R - SATELLITE FOR BILLIONAIRE MAKER,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-30T03:00:00.000Z,2026-05-30T04:35:00.000Z,900K,2 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:00.396Z,2026-05-24T17:00:00.396Z,vu8bohy0p,2026-05-24T17:00:00.409400Z,2026-05-24T17:00:00.409400Z,,,,,,,
SATELLITE TO RPT MINI MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T03:00:00.000Z,2026-06-06T04:34:00.000Z,"1,550,000",2 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:32.871Z,2026-05-15T08:25:32.871Z,vxb82m20k,2026-05-15T08:25:32.890045Z,2026-05-15T08:25:32.890045Z,,,,,,,
R - SATELLITE FOR FRIDAY VISCOUNT,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-29T03:00:00.000Z,2026-05-29T04:35:00.000Z,600K,4 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:59.628Z,2026-05-29T04:33:12.199Z,w0k44qnlx,2026-05-24T16:59:59.640929Z,2026-05-29T04:33:12.231486Z,https://www.facebook.com/100054149401091/videos/4328803843929887,,,,,,
R - BILLIONAIRE MAKER LIVE,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-30T04:30:00.000Z,2026-05-30T11:50:00.000Z,4.5M,80E,50K,33'-28',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:00.595Z,2026-05-24T17:00:00.595Z,w0vha7gzr,2026-05-24T17:00:00.608362Z,2026-05-24T17:00:00.608362Z,,,,,,,
#21 FREEZEOUT,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-22T08:00:00.000Z,2026-05-22T11:00:00.000Z,6.25M + 750K,-,20K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.174Z,2026-05-17T18:06:33.174Z,w1o6opy3o,2026-05-17T18:06:33.182707Z,2026-05-17T18:06:33.182707Z,,,,,,,
RPT MINI DEEPSTACK (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T10:00:00.000Z,2026-06-12T10:00:00.000Z,"4,500,000",120M,"40,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.390Z,2026-05-15T08:26:07.390Z,w42e7eqxn,2026-05-15T08:26:07.402529Z,2026-05-15T08:26:07.402529Z,,,,,,,
HEAVEN DEEPSTACK ITM 15%,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-30T10:00:00.000Z,2026-05-30T14:07:00.000Z,1.2M,30 (Entries),30K,25'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.753Z,2026-05-24T16:59:19.753Z,wb0imun65,2026-05-24T16:59:19.762447Z,2026-05-24T16:59:19.762447Z,,,,,,,
SATELLITE TO RPT BILLIONAIRE MAKER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-05T03:00:00.000Z,2026-06-05T04:34:00.000Z,"650,000",3 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:31.640Z,2026-05-15T08:25:31.640Z,wh2pw2u2o,2026-05-15T08:25:31.685463Z,2026-05-15T08:25:31.685463Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T14:00:00.000Z,2026-06-10T14:00:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.455Z,2026-05-15T08:26:05.455Z,wlieigwxf,2026-05-15T08:26:05.474010Z,2026-05-15T08:26:05.474010Z,,,,,,,
RPT SATURDAY KING,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T04:30:00.000Z,2026-06-06T11:30:00.000Z,"6,600,000",600M,"40,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:33.227Z,2026-05-15T08:25:33.227Z,wmf239mka,2026-05-15T08:25:33.248594Z,2026-05-15T08:25:33.248594Z,,,,,,,
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T16:30:00.000Z,2026-06-08T17:40:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:36.504Z,2026-05-15T08:25:36.504Z,wpzxuzgp0,2026-05-15T08:25:36.514907Z,2026-05-15T08:25:36.514907Z,,,,,,,
#70 MINI HIGH ROLLER,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-30T11:00:00.000Z,2026-05-30T14:40:00.000Z,20M + 2M,500M,100K,25',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.836Z,2026-05-17T18:06:38.836Z,wtnbwes7d,2026-05-17T18:06:38.844786Z,2026-05-17T18:06:38.844786Z,,,,,,,
#7 MIDDAY EVENT,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-20T08:00:00.000Z,2026-05-20T11:00:00.000Z,6.25M + 750K,-,20K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.685Z,2026-05-17T18:06:31.685Z,wyfh460eo,2026-05-17T18:06:31.694756Z,2026-05-17T18:06:31.694756Z,,,,,,,
SATELLITE TO RPT CHAMPIONSHIP,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-15T03:30:00.000Z,2026-06-15T03:30:00.000Z,"4,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:10.081Z,2026-05-15T08:26:10.081Z,x2a4uw1yf,2026-05-15T08:26:10.092395Z,2026-05-15T08:26:10.092395Z,,,,,,,
RPT HIGH ROLLER CLUB,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-11T07:00:00.000Z,2026-06-11T07:00:00.000Z,"55,000,000",1.2B,"200,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:06.301Z,2026-05-15T08:26:06.301Z,x47tsr8xj,2026-05-15T08:26:06.315099Z,2026-05-15T08:26:06.315099Z,,,,,,,
SATELLITE TO RPT MONDAY BARON,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-15T03:00:00.000Z,2026-06-15T03:00:00.000Z,"800,000",3 SEATS,"8,000",12,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:09.980Z,2026-05-15T08:26:09.980Z,x4qvxeon6,2026-05-15T08:26:09.992147Z,2026-05-15T08:26:09.992147Z,,,,,,,
#58 MAIN EVENT DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-31T05:00:00.000Z,2026-05-31T05:00:00.000Z,-,30B,-,60',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:39.225Z,2026-05-17T18:06:39.225Z,x70ji50u2,2026-05-17T18:06:39.237740Z,2026-05-17T18:06:39.237740Z,,,,,,,
#1 MADNESS KICK OFF DAY 1B,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-19T09:00:00.000Z,2026-05-19T15:00:00.000Z,9.9M + 1.1M,10B,30K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.152Z,2026-05-17T18:06:31.152Z,x87ku45cq,2026-05-17T18:06:31.166326Z,2026-05-17T18:06:31.166326Z,,,,,,,
Trò chơi HYPER AM,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-28T03:00:00.000Z,2026-05-28T05:45:00.000Z,600K,50M,16K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:18.957Z,2026-05-28T04:51:29.979Z,xfazbwjj7,2026-05-24T17:00:18.967591Z,2026-05-28T04:51:30.026997Z,https://www.facebook.com/100094699112719/videos/1485419659188915,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T13:00:00.000Z,2026-06-10T13:00:00.000Z,"3,100,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.364Z,2026-05-15T08:26:05.364Z,xg21xb2e7,2026-05-15T08:26:05.378890Z,2026-05-15T08:26:05.378890Z,,,,,,,
Trò chơi MINI MAIN EVENT DAY 1A (8-max),Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-28T04:00:00.000Z,2026-05-28T10:30:00.000Z,6.6M,2B,30K,30'-25',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:19.151Z,2026-05-28T04:51:53.781Z,xpz220bg7,2026-05-24T17:00:19.161649Z,2026-05-28T04:51:53.823731Z,https://www.facebook.com/ho.chi.minh.522329/videos/2069356407332270,,,,,,
R - MINI DEEPSTACK 2M3 (25% ITM) (8-MAX),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-30T10:30:00.000Z,2026-05-30T14:35:00.000Z,2.3M,30E,50K,25'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:00.870Z,2026-05-24T17:00:00.870Z,xq38net2w,2026-05-24T17:00:00.880879Z,2026-05-24T17:00:00.880879Z,,,,,,,
Trò chơi KICK - OFF DAY 1D (Turbo),Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-26T09:30:00.000Z,2026-05-26T13:30:00.000Z,2.8M,1B,25K,20',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:17.844Z,2026-05-24T17:00:17.844Z,xshn6z8qx,2026-05-24T17:00:17.867212Z,2026-05-24T17:00:17.867212Z,,,,,,,
RPT SUPER HIGH ROLLER - FINAL DAY,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T05:00:00.000Z,2026-06-06T06:35:00.000Z,"77,000,000",2.5B,"250,000",40,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:33.322Z,2026-05-15T08:25:33.322Z,xzgr0hqzm,2026-05-15T08:25:33.342807Z,2026-05-15T08:25:33.342807Z,,,,,,,
CENTER - P EVENING DEEPSTACK TURBO,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-29T14:00:00.000Z,2026-05-29T16:10:00.000Z,2.3M,10e,40K,20'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:00.242Z,2026-05-24T16:59:00.242Z,y3nfgpxbx,2026-05-24T16:59:00.251976Z,2026-05-24T16:59:00.251976Z,,,,,,,
#54 DEEPSTACK,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-27T11:00:00.000Z,2026-05-27T13:20:00.000Z,9M + 1M,-,25K,15',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.963Z,2026-05-17T18:06:36.963Z,y60z0ct94,2026-05-17T18:06:36.972084Z,2026-05-17T18:06:36.972084Z,,,,,,,
#33 DEEPSTACK BIG BUY IN,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-24T08:00:00.000Z,2026-05-24T11:00:00.000Z,12.6M + 1.4M,-,20K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:34.744Z,2026-05-17T18:06:34.744Z,y6iux5682,2026-05-17T18:06:34.752688Z,2026-05-17T18:06:34.752688Z,,,,,,,
#4 7 HANDED HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-19T13:00:00.000Z,2026-05-19T14:34:00.000Z,3M + 400K,-,15K,12',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.333Z,2026-05-17T18:06:31.333Z,y95l11o44,2026-05-17T18:06:31.343204Z,2026-05-17T18:06:31.343204Z,,,,,,,
TUESDAY ELITE,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-26T04:30:00.000Z,2026-05-26T11:08:00.000Z,2.3M,100E,30K,33'/28',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.053Z,2026-05-26T04:40:58.204Z,yfcev0b8n,2026-05-24T16:59:39.071119Z,2026-05-26T04:40:58.243865Z,https://web.facebook.com/quads.hanoi/videos/1544627980358828,,,,,,
Trò chơi TURBO,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-25T08:00:00.000Z,2026-05-25T11:30:00.000Z,960K,80M,18K,20'-15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:16.987Z,2026-05-24T17:00:16.987Z,yghe09s2g,2026-05-24T17:00:16.995138Z,2026-05-24T17:00:16.995138Z,,,,,,,
RPT MINI DEEPSTACK (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T10:00:00.000Z,2026-06-04T14:05:00.000Z,"4,500,000",120M,"40,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.922Z,2026-05-15T08:25:30.922Z,yomexm8k4,2026-05-15T08:25:30.950747Z,2026-05-15T08:25:30.950747Z,,,,,,,
Trò chơi HYPER AM,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-29T03:00:00.000Z,2026-05-29T05:45:00.000Z,600K,50M,16K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:19.622Z,2026-05-29T04:33:50.191Z,yonxdlutb,2026-05-24T17:00:19.635842Z,2026-05-29T04:33:50.228329Z,https://www.facebook.com/100094699112719/videos/1022368413598210,,,,,,
RPT CHAMPIONSHIP - DAY 1D,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-15T03:30:00.000Z,2026-06-15T03:30:00.000Z,"38,500,000",15B,"50,000",35,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:10.166Z,2026-05-15T08:26:10.166Z,yp7ekps3f,2026-05-15T08:26:10.183997Z,2026-05-15T08:26:10.183997Z,,,,,,,
#32 BILLIONAIRE CLUB CHALLENGE DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T05:30:00.000Z,2026-05-25T05:30:00.000Z,-,-,-,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.288Z,2026-05-17T18:06:35.288Z,ypr5n22ht,2026-05-17T18:06:35.297462Z,2026-05-17T18:06:35.297462Z,,,,,,,
RPT CHAMPIONSHIP - DAY 1E TURBO,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-15T10:00:00.000Z,2026-06-15T10:00:00.000Z,"38,500,000",15B,"50,000",30/25,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:10.342Z,2026-05-15T08:26:10.342Z,ypu4wetyd,2026-05-15T08:26:10.361033Z,2026-05-15T08:26:10.361033Z,,,,,,,
#20 HIGH ROLLER: 8 MAX EVENT DAY 1,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-22T04:30:00.000Z,2026-05-22T11:00:00.000Z,60M + 6M,1.8B,100K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.004Z,2026-05-17T18:06:33.004Z,yqwi9h1ou,2026-05-17T18:06:33.013630Z,2026-05-17T18:06:33.013630Z,,,,,,,
RPT RELAX EVENT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T14:30:00.000Z,2026-06-08T16:35:00.000Z,"1,800,000",15M,"40,000",20/15,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:36.414Z,2026-05-15T08:25:36.414Z,yt77a73bb,2026-05-15T08:25:36.432921Z,2026-05-15T08:25:36.432921Z,,,,,,,
R - TUESDAY KNIGHT,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-26T03:30:00.000Z,2026-05-26T09:00:00.000Z,1.2M,100E,50K,30'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:57.438Z,2026-05-26T04:39:33.353Z,yual2bgcv,2026-05-24T16:59:57.457222Z,2026-05-26T04:39:33.378707Z,https://web.facebook.com/100054149401091/videos/1319459923458856,,,,,,
R - HAPPY NIGHT 2M3 (25% ITM),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-29T16:30:00.000Z,2026-05-29T17:40:00.000Z,2.3M,6E,40K,15'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:00.293Z,2026-05-24T17:00:00.293Z,yubfzkifj,2026-05-24T17:00:00.316727Z,2026-05-24T17:00:00.316727Z,,,,,,,
